Name,Brand,Price,Model,Rating,Number of Ratings,Stock,Specifications,Image
Men's Metropolitan Charm: Men's Multifunctional Black Watch with Metallic Accents-NS1805NM02,Titan,5177,NR1805NM02,4.4,140,In stock,"{'item_weight': '190 g', 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Metal', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/51qHC1wPnsL._SX679_.jpg
SF Quartz Analog White Dial Plastic Strap Watch for Men-NS7921PP15,Sonata,546,NR7921PP15,4.2,1009,In stock,"{'item_weight': '45 g', 'case_material': 'Plastic', 'crystal_material': 'Plastic', 'band_material': 'Plastic', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71p0GygzenL._SY879_.jpg
Analog Womens' Casual Watch,Titan,4676,Casual Watch,4.3,57,In stock,"{'item_weight': '100 g', 'case_material': 'Brass', 'crystal_material': 'Mineral Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/81SUYnACR0L._SX679_.jpg
Analog Silver Dial Men's Watch-NM38017PL02 / NL38017PL02/NP38017PL02,Fastrack,1448,NR38017PL02,4,975,In stock,"{'item_weight': None, 'case_material': 'Plastic', 'crystal_material': 'Acrylic', 'band_material': 'Plastic', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/61F+YlRb3pL._SX679_.jpg
MTP-VT01L-1B Men's Minimalistic Black Dial Black Leather Band Analog Watch,Casio,2834,MTP-VT01L-1BUDF,4.3,1172,In stock,"{'item_weight': '41 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral', 'band_material': 'Leather', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/61zh8iN++lL._SX679_.jpg
Fastrack Vyb Successor Quartz Analog Pink Dial Leather Strap Watch for Girls-FV60038WL01W,Fastrack,1419,,4.3,49,In stock,"{'item_weight': '300 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61wM4vY2aDL._SX679_.jpg
Chronograph Unisex Watch (Dial Colored Strap),SKMEI,699,1412,3.6,71,In stock,"{'item_weight': '250 g', 'case_material': 'ABS + PU', 'crystal_material': 'Glass', 'band_material': 'Polyurethane', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/61fpTTvxteL._SX679_.jpg
"Analog-Digital Sports Watch: Chronograph, Dual Time, Alarm, Stopwatch, Water-Resistant, Shock-Resistant, Back Light Display- The Perfect Watch for Men and Boys - CT3377",Carlington,854,CT 3377 Blue,3.9,196,In stock,"{'item_weight': '80 g', 'case_material': 'Resin', 'crystal_material': 'Glass', 'band_material': 'Resin', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/81oWU5rW2vL._SX679_.jpg
Watch for Men Skeleton Analog Quartz Chronograph Diamond Watches Stainless Steel Moon Phase Calendar Waterproof Wrist Watch,OLEVS,3040,MJ-IND-G2856-BHUI,4,4568,In stock,"{'item_weight': '50 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71MBkOCe9fL._SX679_.jpg
Watch for Men Analog Quartz Stainless Steel Moon Phase Calendar Chronograph Diamond Watches Waterproof Wrist Watch Luminous,OLEVS,3040,MJ-IND-G2932-QJLV,4.2,378,,"{'item_weight': '50 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/61XwJr0bC6L._SX679_.jpg
"Noise Halo Plus Elite Edition Smartwatch with 1.46"" Super AMOLED Display, Stainless Steel Finish Metallic Straps, 4-Stage Sleep Tracker, Smart Watch for Men and Women (Elite Silver)",Noise,2799,,4.2,14753,In stock,"{'item_weight': '45 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/71I+wdCONDL._SX679_.jpg
Analog OffWhite Dial Men's Watch NM1712YM02 / NL1712YM02,Titan,1716,NR1712YM02,4.3,2380,In stock,"{'item_weight': '118 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral Glass', 'band_material': 'Gold', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/51TlitX26gL._SX679_.jpg
Fossil Gen 6 Digital Black Dial Men's Watch-FTW4061,Fossil,9095,,3.6,1230,In stock,"{'item_weight': '140 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/71Vqggkd8hL._SX679_.jpg
Analog Black Dial Men's Watch-TW000R438,TIMEX,2380,TW000R438,4.1,1384,In stock,"{'item_weight': '300 g', 'case_material': 'Brass', 'crystal_material': 'Mineral Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/51vSiDswk6L._SX679_.jpg
Quartz Analog Black Dial Plastic Strap Watch for Unisex-NS38003PP13W,Fastrack,740,NR38003PP13W,4.2,3823,In stock,"{'item_weight': None, 'case_material': 'Plastic', 'crystal_material': None, 'band_material': 'Plastic', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/51drkXAd7ZL._SX679_.jpg
Sonata Titan Quartz Analog White Dial Leather Strap Watch for Men-Ns7135Sl03,Titan,740,NR7135SL03,4.2,970,In stock,"{'item_weight': '180 g', 'case_material': 'Brass', 'crystal_material': 'Glass', 'band_material': 'Leather', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71QvcBxXXxL._SY879_.jpg
"Fossil Gen 6(44Mm, Brown Color) Mens Smartwatch With Amoled Screen, Alexa Built-In, Snapdragon 4100+ Wear Platform, Google Assistant, Spo2, Wellness Features And Smartphone Notifications - Ftw4062",Fossil,9095,,3.6,1230,In stock,"{'item_weight': '140 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/51xmB2jvtHL._SX679_.jpg
Men Stunners Quartz Analog Black Dial Metal Strap Watch for Guys-NR3255NM01,Fastrack,1915,NR3255NM01,4.2,272,In stock,"{'item_weight': '180 g', 'case_material': 'Brass', 'crystal_material': 'Glass', 'band_material': 'Metal', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/71ABx9p0q0L._SX679_.jpg
Mens Tick Tock Quartz Multifunction Brown Dial Metal Strap Watch for Guys-NS3287QM01,Fastrack,3596,NR3287QM01,3.9,62,In stock,"{'item_weight': '100 g', 'case_material': 'Brass', 'crystal_material': 'Mineral Glass', 'band_material': 'Metal', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/71SfuJukJKL._SX679_.jpg
"Enticer Analog Black Dial Men's Watch (MTP-VD01D-1EVUDF, A1362, Silver)",Casio,2576,MTP-VD01D-1EVUDF,4.4,1088,In stock,"{'item_weight': '118 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral', 'band_material': 'Stainless Steel', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/712s8pMunLL._SY879_.jpg
Quartz Analog White Dial Stainless Steel Strap Watch for Men-NS1013SM01,Sonata,679,NR1013SM01,4,2099,In stock,"{'item_weight': '110 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/61eYSQwKGLL._SY879_.jpg
Vintage B650WC-5ADF Rose Gold Digital Dial Rose Gold Stainless Steel Band D200,Casio,4495,B650WC-5ADF,4.5,588,In stock,"{'item_weight': '59 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/61PRynUbNBL._SX679_.jpg
Essentials Analog Silver Dial Men's Watch NM77082SL01W/NN77082SL01W,Sonata,679,NP77082SL01W,4.2,1974,In stock,"{'item_weight': '349 g', 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Leather', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71vx1GehhnL._SY879_.jpg
Raga Women's Viva Trendsetter Rose Gold Metal Analog Watch-NS2642WM01,Titan,3839,NR2642WM01,4.4,257,In stock,"{'item_weight': '190 g', 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Metal', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/51E03tXI6zL._SX679_.jpg
"Fastrack New Astor Fs1 Pro Smartwatch|Large Super Amoled Display(1.97"") Aod|Nextgen Chipset Lag Free&Fast Experience|Functional Crown|Singlesync Bt Calling|100+ Sports Modes&Watchfaces|Ip68,Teal",Fastrack,2099,,4,6481,In stock,"{'item_weight': '24 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/71XYgy6dwBL._SX679_.jpg
Watch for Men Diamond Business Dress Analog Quartz Stainless Steel Waterproof Luminous Date Two Tone Luxury Casual Wrist Watch,OLEVS,2850,OLS-IND-G9931GJ-JL,3.9,1190,In stock,"{'item_weight': '150 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/7126isNXFkL._SX679_.jpg
"Titan Celestor Smartwatch with 1.43” AMOLED Display & AOD|60Hz Fluid Display|Advanced GPS with Altimeter, Barometer & Compass|Piezoelectric Crown|BT Calling|NitroFast Charge|Upto 7 Day Battery|3ATM",Titan,9989,,3.8,1392,In stock,"{'item_weight': '13 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/41jWdc7VZNL._SX300_SY300_QL70_FMwebp_.jpg
"OnePlus Watch 2R with Wear OS 4 by Google,Snapdragon W5 Chipset,Upto 100hrs Battery Life,1.43 AMOLED Display,100+ Sports Mode,Dual Frequency GPS,5 ATM,IP68 & BT Calling [Forest Green]",OnePlus,14999,,4.3,98,In stock,"{'item_weight': '59 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/71bfBylbT2L._SX679_.jpg
Armani Exchange Analog Black Dial Silver Band Men's Stainless Steel Watch-AX2600,Armani Exchange,8997,,4.2,124,In stock,"{'item_weight': '249 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61MFwxMjk9L._SX679_.jpg
"Noise ColorFit Ultra 3 Bluetooth Calling Smart Watch with Biggest 1.96"" AMOLED Display, Premium Metallic Build, Functional Crown, Gesture Control with Metallic Strap (Glossy Silver: Elite Edition)",Noise,2699,,4.2,16349,In stock,"{'item_weight': '0.05 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/516osUm7cIL._SX300_SY300_QL70_FMwebp_.jpg
Youth Series Analog-Digital Black Dial Men's Watch - AEQ-110W-1BVDF(AD218),Casio,3239,AEQ-110W-1BVDF,4.3,618,In stock,"{'item_weight': '49 g', 'case_material': 'Resin', 'crystal_material': 'Acrylic', 'band_material': 'Resin', 'water_resistant_depth': '100 Meters'}",https://m.media-amazon.com/images/I/71NA7PAqOqL._SY879_.jpg
Men's Metropolitan Charm: Men's Multifunctional Black Watch with Leather Strap-NS1805NL01,Titan,4396,NQ1805NL01/NP1805NL01,4.4,422,In stock,"{'item_weight': '150 g', 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Leather', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/51JCi7iAaSL._SX679_.jpg
Analog Unisex-Adult Watch,Fastrack,875,NR68011PP04,4.3,350,In stock,"{'item_weight': '150 g', 'case_material': 'Plastic', 'crystal_material': 'Acrylic', 'band_material': 'Silicone', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71sfpXWSU3L._SY879_.jpg
Apple Watch Series 10 GPS 46mm Jet Black Aluminium Case with Ink Sport Loop,Apple,49900,,4.2,10,In stock,"{'item_weight': '36.4 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/41J2ByfeQwL._SX300_SY300_QL70_FMwebp_.jpg
Mens Stunners Quartz Analog Silver Dial Metal Strap Watch for Guys-NR3291SM02,Fastrack,1268,NR3291SM02,4.1,213,In stock,"{'item_weight': '120 g', 'case_material': 'Brass', 'crystal_material': 'Mineral Glass', 'band_material': 'Metal', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/71-+chJUpLL._SX679_.jpg
"Noise Diva with Diamond Cut Dial, Glossy Metallic Finish, AMOLED Display, Premium Metal Straps, 100+ Watch Faces, Female Cycle Tracker Smart Watch for Women (Metallic Black)",Noise,2799,,4.3,4001,In stock,"{'item_weight': '45 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61DdoHwZZUL._SX679_.jpg
"Noise Diva Smartwatch with Diamond Cut dial, Glossy Metallic Finish, AMOLED Display, Mesh Metal and Leather Strap Options, 100+ Watch Faces, Female Cycle Tracker Smart Watch for Women (Black Link)",Noise,2799,,4.3,4001,In stock,"{'item_weight': '0.05 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/51W4Q1Pye0L._SX300_SY300_QL70_FMwebp_.jpg
Analog with Day and Date Blue Dial Stainless Steel Strap watch for Men-NS1774SM01,Titan,2292,NR1774SM01,4.2,957,In stock,"{'item_weight': '200 g', 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/713k0jXW9QL._SY879_.jpg
Premium Brand - A Digital Watch Shockproof Multi-Functional Automatic 5 Color Army Strap Waterproof Digital Sports Watch for Men's Kids Watch for Boys Watch for Men Pack of 1,Acnos,269,BLU-SF,4.1,946,In stock,"{'item_weight': '100 g', 'case_material': 'PU', 'crystal_material': 'PU', 'band_material': 'Polyurethane', 'water_resistant_depth': '30 Millimeters'}",https://m.media-amazon.com/images/I/616poM0xasL._SX679_.jpg
"Fossil Men Stainless Steel Grant Chronograph Analog Black Dial Watch - Fs4832, Band Color-Black",Fossil,8265,,4.3,2826,In stock,"{'item_weight': '168 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/71ftvpDt-gL._SX679_.jpg
"Noise Halo Plus Elite Edition Smartwatch with 1.46"" Super AMOLED Display, Stainless Steel Finish Metallic Straps, 4-Stage Sleep Tracker, Smart Watch for Men and Women (Elite Blue",Noise,2799,,4.2,14753,In stock,"{'item_weight': '45 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/41BCEyNR3RL._SX300_SY300_QL70_FMwebp_.jpg
Stainless Steel Lexington Analog Gold Dial Women's Watch,Michael Kors,13197,MK5503,4.2,1823,In stock,"{'item_weight': '178 g', 'case_material': None, 'crystal_material': None, 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71TVa5FcZvL._SX679_.jpg
Men's Watches Analog Minimalist Black Dial Watches for Men Business Chronograph Casual Watches with Stainless Steel Strap Date,NIBOSI,2561,CA2588,3.9,748,In stock,"{'item_weight': None, 'case_material': 'Stainless Steel', 'crystal_material': None, 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/61mwRo02gPL._SX679_.jpg
"Men's Square Watch, LED Backlight Large Screen Multi-Time Zone Men's Watch, Waterproof Analog Men's Digital Sports Watch-1391",SKMEI,1279,1391,3.9,86,In stock,"{'item_weight': None, 'case_material': 'ZINC ALLOY', 'crystal_material': None, 'band_material': 'Leather', 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61lkgWtBOyL._SX679_.jpg
Kids Digital Watch for Boys and Girls Age 3 to 14 Years Multicoloured Band with Alarm and Date Display - 9121,Carlington,699,Junior 9121 White,4.5,58,In stock,"{'item_weight': '40 g', 'case_material': 'Plastic', 'crystal_material': None, 'band_material': 'Resin', 'water_resistant_depth': '10 Meters'}",https://m.media-amazon.com/images/I/51X29AaRJgL._SX679_.jpg
"Men's Square Watch, LED Backlight Large Screen Multi-Time Zone Men's Watch, Waterproof Analog Men's Digital Sports Watch - 2025",SKMEI,1093,2025,3.7,108,,"{'item_weight': None, 'case_material': 'Stainless Steel', 'crystal_material': None, 'band_material': 'Stainless Steel', 'water_resistant_depth': '100 Meters'}",https://m.media-amazon.com/images/I/71Sir-5j2kL._SX679_.jpg
Luxury Business Casual Party-Wear Silicone Chronograph Date Display Watch for Men,BENYAR,2090,Ben-5140-Blue-Gold,4.1,1079,In stock,"{'item_weight': None, 'case_material': 'Stainless Steel', 'crystal_material': 'Hardlex', 'band_material': 'Silicone', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/712vlxsG3AL._SY879_.jpg
Quartz Analog with Date Black Dial Leather Strap Watch for Men-NETH1791479,Tommy Hilfiger,5039,TH1791479,,,In stock,"{'item_weight': '150 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral', 'band_material': 'Leather', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/41xWYSEbVEL.jpg
Multifunction Watch for Men - Perfect Blend of Style and Utility” | Water Resistant Square dial Unique Design Wrist Watch for Man | Best Gift for Males,Giordano,4399,GZ-50099-02,5,1,In stock,"{'item_weight': '400 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral Glass', 'band_material': 'Silicone', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/5116-IyyLzL._SX679_.jpg
Men Watches Square Business Dress Diamond Analog Quartz Date Luxury Watch for Men Casual Stainless Steel Waterproof Luminous Two Tone Wrist Watch,OLEVS,2640,MJ-IND-G5528-JH,3.6,112,In stock,"{'item_weight': '50 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71lfZJnv2XL._SX679_.jpg
Watches for Men Quartz Chronograph 10ATM Waterproof Brown Leather Men's Minimalist Slim Fashion Watch Gifts for Men,Sapphero,3853,2104-3,4.3,427,In stock,"{'item_weight': '130 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Leather', 'water_resistant_depth': '100 Meters'}",https://m.media-amazon.com/images/I/51dLYEE8VZL._SX679_.jpg
Business Casual Silver Stainless Steel Date Display Analog Watch for Men,BENYAR,2190,Ben-5123-Silver-Black,4.3,353,In stock,"{'item_weight': '133 g', 'case_material': 'Alloy Steel', 'crystal_material': 'Hardlex', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71hvAzgSYzL._SY879_.jpg
"Samsung Galaxy Watch Ultra (47mm, LTE, White) with Upto 100h battery | 3nm Processor | Dual GPS | Quick Button/Siren | Sapphire Glass & Titanium | 10ATM & IP68 | BP & ECG Monitor | Energy Score & AGEs",Samsung,44629,,4.2,40,In stock,"{'item_weight': '94 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/41M+P+TCUmL._SY300_SX300_.jpg
Edifice Chronograph Black Dial Men's Watch-EF-539D-1AVDF (ED369),Casio,9895,EF-539D-1AVDF,4.5,570,In stock,"{'item_weight': '198 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral', 'band_material': 'Stainless Steel', 'water_resistant_depth': '100 Meters'}",https://m.media-amazon.com/images/I/61DRTh8Md8L._SY879_.jpg
Decker Brown Watch,Fossil,5997,CH2885,4.2,5741,In stock,"{'item_weight': '200 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral', 'band_material': 'Leather', 'water_resistant_depth': '10.00 Bars'}",https://m.media-amazon.com/images/I/81w3gMM9vaS._SX679_.jpg
Mens Wrist Watch Green Big Face Luxury Dress Stainless Steel Analog Quartz Waterproof Chain Watch for Men Date,OLEVS,3040,OPK-IN-G5560GB-L,4.3,282,In stock,"{'item_weight': '50 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71r0TD+r70L._SX679_.jpg
Men Diamond Watches Chain Business Luxury Dress Easy Read Wrist Watch Silver Stainless Steel Waterproof Watch for Men Date,OLEVS,3040,OPK-IN-G3615GH-L,4.3,443,In stock,"{'item_weight': '50 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Hardlex', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71VAUD3FEEL._SX679_.jpg
Mens Analog Quartz Watches Diamond Luxury Dress Wrist Watch Big Face Easy Reader Business Casual Stainless Steel Waterproof Date Watch,OLEVS,3040,MJ-IND-G705-BL,4.4,257,In stock,"{'item_weight': '50 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/61irCIQW82L._SX679_.jpg
,,3556,2104-4,4.3,427,In stock,"{'item_weight': '204 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/612iUWfTOdL._SX679_.jpg
Mens Trendies Quartz Analog Black Dial Silicone Strap Watch for Guys-NS38058PP03,Fastrack,1275,NR38058PP03,4.3,338,In stock,"{'item_weight': '190 g', 'case_material': 'Plastic', 'crystal_material': 'Mineral', 'band_material': 'Silicone', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/51UyQD7kUDL._SX679_.jpg
Men's Digital Sports Wrist Watch LED Screen Large Face Electronics Military Watches Waterproof Alarm Stopwatch Back Light Outdoor Casual Black Watch - 1257,SKMEI,497,1257,3.9,2729,In stock,"{'item_weight': '70 g', 'case_material': 'Plastic', 'crystal_material': 'Mineral', 'band_material': 'Silicone', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/51oNC-cMYKL._SX679_.jpg
"Analog Black dial men Watch FS5164 Stainless Steel, Multicolor Strap",Fossil,8997,FS5164,4.4,1727,In stock,"{'item_weight': '249 g', 'case_material': 'Stainless Steel', 'crystal_material': None, 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/81m+ZYJIwjL._SX679_.jpg
"Apple Watch SE (2nd Gen, 2023) [GPS 40mm] Smartwatch with Aluminum Case with Starlight Sport Loop. Fitness & Sleep Tracker, Crash Detection, Heart Rate Monitor, Retina Display, Water Resistant",Apple,24900,,2.7,3,In stock,"{'item_weight': '26.4 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/41mcaZxUj9L._SX300_SY300_QL70_FMwebp_.jpg
"Samsung Galaxy Watch Ultra (47mm, LTE, Silver) with Upto 100h battery | 3nm Processor | Dual GPS | Quick Button/Siren | Sapphire Glass & Titanium | 10ATM & IP68 | BP & ECG Monitor |Energy Score & AGEs",Samsung,46079,,4.2,40,In stock,"{'item_weight': '94 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/51OwWJjtdGL._SX300_SY300_QL70_FMwebp_.jpg
Fossil Gen 6 Digital Black Dial Men's Watch-FTW4063,Fossil,9095,,3.6,1230,In stock,"{'item_weight': '140 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/51dOenRiaNL._SX679_.jpg
Apple Watch Series 10 GPS 42mm Jet Black Aluminium Case with Ink Sport Loop,Apple,46900,,4.2,10,In stock,"{'item_weight': '30 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/41aS-d9pjCL._SX300_SY300_QL70_FMwebp_.jpg
"Amazfit Active 42mm AMOLED Smart Watch, Built in GPS, 14day Battery, 5ATM Water Resistant, For iOS & Android, Accurate Readings, BT Calling, Track Menstrual Cycle, Temperature Sensor (Lavender Purple)",Amazfit,9499,,4.1,2637,In stock,"{'item_weight': '36 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/71cKQf0WBzL._SX679_.jpg
Automatics Silver Dial Automatic Leather Strap Analog Watch for Men-NS90110WL03,Titan,14578,Casual Watch,4.7,3,In stock,"{'item_weight': '100 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral Glass', 'band_material': 'Leather', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/61SOxMHX-zL._SX679_.jpg
Youth Series Digital Black Dial Men's Watch - W-96H-1BVDF(D054),Casio,1795,W-96H-1BVDF (D054),4.4,2694,In stock,"{'item_weight': '100 g', 'case_material': 'Resin', 'crystal_material': 'Mineral', 'band_material': 'Resin', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/51IKyM4qjFL._SY879_.jpg
"Titan Celestor Smartwatch with 1.43” AMOLED Display & AOD|60Hz Fluid Display|Advanced GPS with Altimeter, Barometer & Compass|Piezoelectric Crown|BT Calling|NitroFast Charge|Upto 7 Day Battery|3ATM",Titan,9989,,3.8,1392,In stock,"{'item_weight': '46 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61Q5TPiBh2L._SX679_.jpg
"Samsung Galaxy Watch 7 (44mm, Silver, BT) with 3nm Processor | Dual GPS | Sapphire Glass & Armour Aluminum | 5ATM & IP68 | HR, SpO2, BP & ECG Monitor",Samsung,29549,,3.7,42,In stock,"{'item_weight': '34 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/41WXXkxrc+L._SY300_SX300_.jpg
Men Watches Square Business Dress Diamond Analog Quartz Date Luxury Watch for Men Casual Stainless Steel Waterproof Luminous Two Tone Wrist Watch,OLEVS,2640,MJ-IND-G5528-JL,3.6,112,In stock,"{'item_weight': '50 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71ebCC1eniL._SX679_.jpg
Watch for Men Skeleton Analog Quartz Chronograph Diamond Watches Stainless Steel Moon Phase Calendar Waterproof Wrist Watch,OLEVS,2850,MJ-IND-G9931-QH,4,4568,In stock,"{'item_weight': '50 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71KE4fkdFwL._SX679_.jpg
Kids Digital Watch for Boys and Girls Age 3 to 14 Years Multicoloured Band with Alarm and Date Display - 9121,Carlington,710,Junior 9121 Yellow,4.5,58,In stock,"{'item_weight': '40 g', 'case_material': 'PU', 'crystal_material': None, 'band_material': 'Resin', 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61NyqIDbcsL._SX679_.jpg
Analog Watches for Men with Leather Strap - CT 1050,Carlington,854,CT1050 Green-Black,4.2,403,In stock,"{'item_weight': '52 g', 'case_material': 'Alloy Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '10 Meters'}",https://m.media-amazon.com/images/I/81+KGgtnNWL._SX679_.jpg
